name,num_classes,classes_used,ratio,learning_rate,mean_0,variance_0,mean_10,variance_10,mean_20,variance_20,mean_30,variance_30,mean_40,variance_40,mean_50,variance_50,cap
smote,3,"(0, 3, 1)","(200, 20, 1)",1e-08,0.4765482,0.0023405061685349,0.5141789749999999,0.0015336822164431,0.54118405,0.0011348774073725,0.563759575,0.0007866776589506,0.5814354999999999,0.0006291440165124,0.593936225,0.0005957717101681,
capped_smote,3,"(0, 3, 1)","(200, 20, 1)",1e-05,0.5049918499999999,0.0009392767406774,0.6202130249999999,0.0061413119657181,0.61894525,0.00534451477225,0.561693625,0.0026487868582906,0.5741874250000001,0.0056395782097756,0.6235489,0.0044931871736524,1.0
capped_smote,3,"(0, 3, 1)","(200, 20, 1)",1e-06,0.506022825,0.0016704269131631,0.6043905749999999,0.0002952074130631,0.6131095999999999,0.0007052953546149,0.6158756249999999,0.0005117219088906,0.6131959250000001,0.0002552589064631,0.61196755,0.000415538655135,1.0
capped_smote,3,"(0, 3, 1)","(200, 20, 1)",5e-07,0.53447515,0.0027989227091524,0.6010971749999999,0.0001717691037256,0.6127423000000001,0.0001294042129349,0.6168640500000001,0.0001278644074099,0.6114061000000001,7.823392499000006e-05,0.615331275,6.46244912806249e-05,1.0
capped_smote,3,"(0, 3, 1)","(200, 20, 1)",1e-05,0.50570165,0.0029028950065275,0.575277225,0.0054236532450431,0.653703925,0.0050323813385006,0.6106088,0.0035593008974349,0.5837511,0.0052743690604775,0.61592815,0.0053302659359775,5.0
capped_smote,3,"(0, 3, 1)","(200, 20, 1)",1e-06,0.49071845,0.0015484962142974,0.6220725249999999,0.0002935193938931,0.6298332249999999,0.0003473524799806,0.631928,0.0003880840527124,0.6399619000000001,0.000295500680265,0.6544085749999999,0.0002682813089631,5.0
capped_smote,3,"(0, 3, 1)","(200, 20, 1)",5e-07,0.4701578999999999,0.004810812084015,0.612741475,0.0001360576105556,0.6268748499999999,0.0001792112764025,0.6296012750000001,0.0001038689895181,0.640934775,0.0001414928096806,0.6347387750000001,0.0001059818839681,5.0
capped_smote,3,"(0, 3, 1)","(200, 20, 1)",1e-05,0.4889310750000001,0.0010897472222131,0.6079143750000001,0.0014051093144531,0.6425383499999999,0.0040237582358899,0.606987925,0.0076090497566631,0.627264,0.0043549709589749,0.5843681999999999,0.0044432262694225,10.0
capped_smote,3,"(0, 3, 1)","(200, 20, 1)",1e-06,0.50316345,0.0032280536107475,0.6561056250000001,0.0001731495060656,0.67084625,0.000124369858,0.6692718,0.0001615176729599,0.66354515,0.00040189205809,0.6700104749999999,0.0001555764412556,10.0
capped_smote,3,"(0, 3, 1)","(200, 20, 1)",5e-07,0.5047678,0.0009471183632474,0.63451775,4.941669464999987e-05,0.6494761,7.064132713999972e-05,0.6563787000000001,0.0001279920026225,0.66068505,0.0001334573385349,0.6619911249999999,0.0001441237797656,10.0
weighted_focal_loss,2,"(0, 1)","(10, 1)",0.0001,0.538001,0.0074424232445999,0.6019649499999999,0.0159824571153725,0.6699179,0.01377771529554,0.6829407,0.0079948149512599,0.6154008999999999,0.0085472426417399,0.5867402500000001,0.0055555065195124,
weighted_focal_loss,2,"(0, 1)","(10, 1)",1e-05,0.4887142,0.00227082031251,0.6579187,0.0245237441304599,0.6969658000000001,0.02549987556181,0.65068975,0.0159238780876625,0.7307198,0.01126108089726,0.686831,0.0180899078309499,
weighted_focal_loss,2,"(0, 1)","(10, 1)",5e-05,0.5335428999999999,0.0035498891264399,0.5624950999999999,0.01039215390654,0.6545995,0.0163940221835999,0.6187389,0.0084577067688399,0.6374875,0.0141270001488499,0.60256175,0.0122947487786625,
weighted_focal_loss,2,"(0, 1)","(10, 1)",1e-06,0.4923186999999999,0.0053585894855099,0.79008615,0.0002588224527024,0.8084206499999999,0.0001658015069025,0.8200196,0.0001739638837399,0.82486285,0.0001647243241525,0.82870655,5.386991167250056e-05,
weighted_focal_loss,2,"(0, 1)","(10, 1)",5e-07,0.54487465,0.0028030793773024,0.765963,0.0001808252005499,0.7873622000000001,0.0001663864939099,0.7936306499999999,0.0002147885181025,0.8019758000000001,0.00013032506096,0.8067721499999999,8.259657065249946e-05,
weighted_focal_loss,2,"(0, 1)","(100, 1)",1e-05,0.5447747,0.00910748093991,0.5041575,0.00015977075625000066,0.5282794000000001,0.004045497400090002,0.5161856499999999,0.0014535956712024996,0.5606869,0.0032219017858399965,0.5235945,0.0015163390598499995,
weighted_focal_loss,2,"(0, 1)","(100, 1)",5e-05,0.53130385,0.005860231660252502,0.5045015,8.114135705000012e-05,0.5286953999999999,0.0012033860172899996,0.5227724499999999,0.0018127675165224976,0.5544705000000001,0.003316806465350001,0.5459585,0.0022363143268000025,
weighted_focal_loss,2,"(0, 1)","(100, 1)",1e-06,0.5157021,0.008527214613940006,0.6413241,0.019075039226440004,0.68098295,0.008477759019222497,0.65813205,0.017960173360472502,0.6459416,0.013511724446940005,0.7227829499999999,0.013886367351972503,
weighted_focal_loss,2,"(0, 1)","(100, 1)",5e-07,0.5150968500000002,0.008945025244802502,0.7203470999999999,0.004308283492390003,0.7517813,0.0005447190108100001,0.7405362,0.003853067225059999,0.72308645,0.006757583481272499,0.78167765,5.913004630249986e-05,
