name,num_classes,classes_used,ratio,learning_rate,mean_0,variance_0,mean_10,variance_10,mean_20,variance_20,mean_30,variance_30,mean_40,variance_40,mean_50,variance_50
normal,3,"(0, 3, 1)","(1, 1)",1e-05,0.4767274999999999,0.00174675028515,0.683576825,0.0066151826937256,0.6167499999999999,0.008462125,0.6732499999999999,0.0072254625,0.7234,0.001888615,0.634975,0.0088795556249999
normal,3,"(0, 3, 1)","(1, 1)",1e-06,0.526487375,0.0041040345126031,0.6661663499999999,0.0030611583272524,0.654569725,0.0047047055821931,0.69850155,0.0025494913444349,0.709926675,0.0016117352920506,0.6925969000000001,0.0045473608743524
normal,3,"(0, 3, 1)","(1, 1)",5e-07,0.495214025,0.0021752348374181,0.6556103,0.00105174659666,0.66205645,0.0007163305574224,0.67320185,0.0014322404412899,0.6914908,0.0002383866556224,0.6706306000000001,0.0016956650390525
normal,3,"(0, 3, 1)","(1, 1)",1e-07,0.5126926,0.0021436489176899,0.6472459500000001,4.965753609749992e-05,0.671013225,7.049736890562527e-05,0.673940275,7.97871731681254e-05,0.6766729750000001,6.242288798062515e-05,0.6804392499999999,9.65524186249998e-05
normal,3,"(0, 3, 1)","(1, 1)",1e-08,0.4796227249999999,0.0005466335505056,0.518499,0.001566575162725,0.5492282500000001,0.0008647638966249,0.574722475,0.0003780705214931,0.593641325,0.0001985313353881,0.6080943,0.0001271408713225
ratio,3,"(0, 3, 1)","(200, 20, 1)",1e-05,0.4756095999999999,0.0014791365035024,0.566211425,0.0020913287483381,0.5766349,0.00528391730004,0.569083675,0.0039217020691131,0.572723475,0.0039052935190181,0.5307360749999999,0.0013497099286131
ratio,3,"(0, 3, 1)","(200, 20, 1)",1e-06,0.51973465,0.0024243274401774,0.594643275,0.0001629019168556,0.5997667250000001,0.0006149222189931,0.60269585,0.000854643750265,0.5976332999999999,0.0004231347997724,0.604128825,0.0006383459295506
ratio,3,"(0, 3, 1)","(200, 20, 1)",5e-07,0.492602675,0.0018321282840256,0.592166175,0.0001561339368006,0.59510615,0.0001532466466275,0.6001936999999999,0.00032240159081,0.6068003500000001,0.00021130842799,0.60750655,0.000232847251935
ratio,3,"(0, 3, 1)","(200, 20, 1)",1e-07,0.4967616749999999,0.0017667388300631,0.5644406500000001,0.0002690048265274,0.57605775,0.0001959815958375,0.5843177,0.0001406066142099,0.589933775,0.0001439502361681,0.5905753249999999,0.0001408511925756
ratio,3,"(0, 3, 1)","(200, 20, 1)",1e-08,0.4721264,0.0012119702208024,0.54530915,0.001048687129465,0.549916075,0.0008232891284631,0.5531139,0.0008577775663649,0.5544734250000001,0.0008126673232506,0.55614185,0.0007502666896024
oversampled,2,"(0, 1)","(100, 1)",1e-05,0.50888925,0.0060695121151624,0.80280795,0.0048817373217225,0.8120402500000001,0.0002183818544625,0.7755970999999999,0.00331086536094,0.7966402499999999,0.0002833667076625,0.7597512,0.0074009879498099
